CA,AA,CB,AB,DOM,INT,PRED,ZA,ZB,TA,TB,AT
PNT+AT,El Bastión Técnico,ANT+AT+PNT,El Coloso del Centro,B,=,@EQUIL El Bastión Técnico y El Coloso del Centro.,"@ZK_A, @ZK_D","@ZK_B, @ZK_D, @ZK_A",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Coloso del Centro @ZB_ACT y El Coloso del Centro @ZD_TEC y El Coloso del Centro @ZR_DEF,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,ANT+AT+PT,El Estratega Salvaje,A,=,@EQUIL El Bastión Técnico y El Estratega Salvaje.,"@ZK_A, @ZK_D","@ZK_B, @ZK_D, @ZK_C",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Estratega Salvaje @ZB_ACT y El Estratega Salvaje @ZD_TEC y El Estratega Salvaje @ZC_PREC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,ANT+PNT+AT,,B,=,@EQUIL El Bastión Técnico y nan.,"@ZK_A, @ZK_D","@ZK_B, @ZK_A, @ZK_D",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,nan @ZB_ACT y nan @ZR_DEF y nan @ZD_TEC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,ANT+PT+AT,El Incursor,A,=,@EQUIL El Bastión Técnico y El Incursor.,"@ZK_A, @ZK_D","@ZK_B, @ZK_C, @ZK_D",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Incursor @ZB_ACT y El Incursor @ZC_PREC y El Incursor @ZD_TEC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,AT+ANT+PNT,El Inquebrantable,A,=,@EQUIL El Bastión Técnico y El Inquebrantable.,"@ZK_A, @ZK_D","@ZK_D, @ZK_B, @ZK_A",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Inquebrantable @ZD_TEC y El Inquebrantable @ZB_ACT y El Inquebrantable @ZR_DEF,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,AT+ANT+PT,El Arquitecto del Caos,A,VL,@VENT_LIG El Bastión Técnico.,"@ZK_A, @ZK_D","@ZK_D, @ZK_B, @ZK_C",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,AT+PNT+ANT,El León Técnico,A,=,@EQUIL El Bastión Técnico y El León Técnico.,"@ZK_A, @ZK_D","@ZK_D, @ZK_A, @ZK_B",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,AT+PNT+PT,El Guerrero del Muro,A,VL,@VENT_LIG El Bastión Técnico.,"@ZK_A, @ZK_D","@ZK_D, @ZK_A, @ZK_C",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Guerrero del Muro @ZD_TEC y El Guerrero del Muro @ZR_DEF y El Guerrero del Muro @ZC_PREC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,AT+PT+ANT,El Alquimista del Ritmo,A,VL,@VENT_LIG El Bastión Técnico.,"@ZK_A, @ZK_D","@ZK_D, @ZK_C, @ZK_B",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Alquimista del Ritmo @ZD_TEC y El Alquimista del Ritmo @ZC_PREC y El Alquimista del Ritmo @ZB_ACT,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,AT+PT+PNT,El Sabio de Hierro,A,VL,@VENT_LIG El Bastión Técnico.,"@ZK_A, @ZK_D","@ZK_D, @ZK_C, @ZK_A",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Sabio de Hierro @ZD_TEC y El Sabio de Hierro @ZC_PREC y El Sabio de Hierro @ZR_DEF,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,PNT+ANT+AT,El Fénix del Caos,B,=,@EQUIL El Bastión Técnico y El Fénix del Caos.,"@ZK_A, @ZK_D","@ZK_A, @ZK_B, @ZK_D",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Fénix del Caos @ZR_DEF y El Fénix del Caos @ZB_ACT y El Fénix del Caos @ZD_TEC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,PNT+AT+ANT,El Legionario,B,=,@EQUIL El Bastión Técnico y El Legionario.,"@ZK_A, @ZK_D","@ZK_A, @ZK_D, @ZK_B",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Legionario @ZR_DEF y El Legionario @ZD_TEC y El Legionario @ZB_ACT,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,PNT+AT+PT,El Centinela de Acero,A,=,@EQUIL El Bastión Técnico y El Centinela de Acero.,"@ZK_A, @ZK_D","@ZK_A, @ZK_D, @ZK_C",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Centinela de Acero @ZR_DEF y El Centinela de Acero @ZD_TEC y El Centinela de Acero @ZC_PREC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,PNT+PT+AT,El Bastión del Ritmo,A,=,@EQUIL El Bastión Técnico y El Bastión del Ritmo.,"@ZK_A, @ZK_D","@ZK_A, @ZK_C, @ZK_D",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Bastión del Ritmo @ZR_DEF y El Bastión del Ritmo @ZC_PREC y El Bastión del Ritmo @ZD_TEC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,PT+ANT+AT,El Constructor del Combate,A,=,@EQUIL El Bastión Técnico y El Constructor del Combate.,"@ZK_A, @ZK_D","@ZK_C, @ZK_B, @ZK_D",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Constructor del Combate @ZC_PREC y El Constructor del Combate @ZB_ACT y El Constructor del Combate @ZD_TEC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,PT+AT+ANT,El Estrangulador Táctico,A,VL,@VENT_LIG El Bastión Técnico.,"@ZK_A, @ZK_D","@ZK_C, @ZK_D, @ZK_B",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Estrangulador Táctico @ZC_PREC y El Estrangulador Táctico @ZD_TEC y El Estrangulador Táctico @ZB_ACT,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,PT+AT+PNT,El Táctico Blindado,A,VL,@VENT_LIG El Bastión Técnico.,"@ZK_A, @ZK_D","@ZK_C, @ZK_D, @ZK_A",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Táctico Blindado @ZC_PREC y El Táctico Blindado @ZD_TEC y El Táctico Blindado @ZR_DEF,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,PT+PNT+AT,El Monje de la Jaula,A,=,@EQUIL El Bastión Técnico y El Monje de la Jaula.,"@ZK_A, @ZK_D","@ZK_C, @ZK_A, @ZK_D",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Monje de la Jaula @ZC_PREC y El Monje de la Jaula @ZR_DEF y El Monje de la Jaula @ZD_TEC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,ANT+PNT+PT,El Ciclón Imparable,B,VL,@VENT_LIG El Ciclón Imparable.,"@ZK_A, @ZK_D","@ZK_B, @ZK_A, @ZK_C",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Ciclón Imparable @ZB_ACT y El Ciclón Imparable @ZR_DEF y El Ciclón Imparable @ZC_PREC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,ANT+PT+PNT,El Gladiador Salvaje,B,=,@EQUIL El Bastión Técnico y El Gladiador Salvaje.,"@ZK_A, @ZK_D","@ZK_B, @ZK_C, @ZK_A",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Gladiador Salvaje @ZB_ACT y El Gladiador Salvaje @ZC_PREC y El Gladiador Salvaje @ZR_DEF,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,PNT+ANT+PT,El Martillo de Hierro,B,VL,@VENT_LIG El Martillo de Hierro.,"@ZK_A, @ZK_D","@ZK_A, @ZK_B, @ZK_C",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Martillo de Hierro @ZR_DEF y El Martillo de Hierro @ZB_ACT y El Martillo de Hierro @ZC_PREC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,PNT+PT+ANT,El Coloso Salvaje,B,=,@EQUIL El Bastión Técnico y El Coloso Salvaje.,"@ZK_A, @ZK_D","@ZK_A, @ZK_C, @ZK_B",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Coloso Salvaje @ZR_DEF y El Coloso Salvaje @ZC_PREC y El Coloso Salvaje @ZB_ACT,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,PT+ANT+PNT,El Bárbaro del Octágono,B,=,@EQUIL El Bastión Técnico y El Bárbaro del Octágono.,"@ZK_A, @ZK_D","@ZK_C, @ZK_B, @ZK_A",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Bárbaro del Octágono @ZC_PREC y El Bárbaro del Octágono @ZB_ACT y El Bárbaro del Octágono @ZR_DEF,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PNT+AT,El Bastión Técnico,PT+PNT+ANT,El Titán Silencioso,B,=,@EQUIL El Bastión Técnico y El Titán Silencioso.,"@ZK_A, @ZK_D","@ZK_C, @ZK_A, @ZK_B",El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,El Titán Silencioso @ZC_PREC y El Titán Silencioso @ZR_DEF y El Titán Silencioso @ZB_ACT,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,ANT,El Depredador,B,VA,@VENT_LIG El Depredador.,"@ZK_C, @ZK_D",@ZK_B,El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Depredador @ZB_ACT,Enfrentamiento entre arquetipo dual y simple. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT+AT,El Maestro del Pulso,AT,El Estratega,B,VL,@VENT_LIG El Estratega.,"@ZK_C, @ZK_D",@ZK_D,El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Estratega @ZD_TEC,Enfrentamiento entre arquetipo dual y simple. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT+AT,El Maestro del Pulso,PNT,El Escudo,B,VA,@VENT_LIG El Escudo.,"@ZK_C, @ZK_D",@ZK_A,El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Escudo @ZR_DEF,Enfrentamiento entre arquetipo dual y simple. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT+AT,El Maestro del Pulso,PT,El Francotirador,A,=,@EQUIL El Maestro del Pulso y El Francotirador.,"@ZK_C, @ZK_D",@ZK_C,El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Francotirador @ZC_PREC,Enfrentamiento entre arquetipo dual y simple. El arquetipo dual ofrece mayor flexibilidad táctica pero debe ejecutar correctamente sus transiciones.
PT+AT,El Maestro del Pulso,ANT+AT,El Vendaval,B,VA,@VENT_LIG El Vendaval.,"@ZK_C, @ZK_D","@ZK_B, @ZK_D",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Vendaval @ZB_ACT y El Vendaval @ZD_TEC,
PT+AT,El Maestro del Pulso,AT+ANT,El Huracán,B,VA,@VENT_LIG El Huracán.,"@ZK_C, @ZK_D","@ZK_D, @ZK_B",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Huracán @ZD_TEC y El Huracán @ZB_ACT,
PT+AT,El Maestro del Pulso,AT+PNT,El Guardián,B,VL,@VENT_LIG El Guardián.,"@ZK_C, @ZK_D","@ZK_D, @ZK_A",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Guardián @ZD_TEC y El Guardián @ZR_DEF,
PT+AT,El Maestro del Pulso,AT+PT,El Cirujano,B,=,@EQUIL El Maestro del Pulso y El Cirujano.,"@ZK_C, @ZK_D","@ZK_D, @ZK_C",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Cirujano @ZD_TEC y El Cirujano @ZC_PREC,
PT+AT,El Maestro del Pulso,PNT+AT,El Bastión Técnico,B,VA,@VENT_LIG El Bastión Técnico.,"@ZK_C, @ZK_D","@ZK_A, @ZK_D",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Bastión Técnico @ZR_DEF y El Bastión Técnico @ZD_TEC,
PT+AT,El Maestro del Pulso,PT+AT,El Maestro del Pulso,=,=,@EQUIL El Maestro del Pulso y El Maestro del Pulso.,"@ZK_C, @ZK_D","@ZK_C, @ZK_D",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,
PT+AT,El Maestro del Pulso,ANT+PNT,La Bestia,B,VA,@VENT_LIG La Bestia.,"@ZK_C, @ZK_D","@ZK_B, @ZK_A",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,La Bestia @ZB_ACT y La Bestia @ZR_DEF,
PT+AT,El Maestro del Pulso,ANT+PT,El Castigador,B,VL,@VENT_LIG El Castigador.,"@ZK_C, @ZK_D","@ZK_B, @ZK_C",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Castigador @ZB_ACT y El Castigador @ZC_PREC,
PT+AT,El Maestro del Pulso,PNT+ANT,El Feral,B,VA,@VENT_LIG El Feral.,"@ZK_C, @ZK_D","@ZK_A, @ZK_B",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Feral @ZR_DEF y El Feral @ZB_ACT,
PT+AT,El Maestro del Pulso,PT+ANT,El Demoledor Silencioso,B,=,@EQUIL El Maestro del Pulso y El Demoledor Silencioso.,"@ZK_C, @ZK_D","@ZK_C, @ZK_B",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Demoledor Silencioso @ZC_PREC y El Demoledor Silencioso @ZB_ACT,
PT+AT,El Maestro del Pulso,PNT+PT,El Ancla,B,VL,@VENT_LIG El Ancla.,"@ZK_C, @ZK_D","@ZK_A, @ZK_C",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Ancla @ZR_DEF y El Ancla @ZC_PREC,
PT+AT,El Maestro del Pulso,PT+PNT,La Muralla,B,=,@EQUIL El Maestro del Pulso y La Muralla.,"@ZK_C, @ZK_D","@ZK_C, @ZK_A",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,La Muralla @ZC_PREC y La Muralla @ZR_DEF,
PT+AT,El Maestro del Pulso,ANT+AT+PNT,El Coloso del Centro,B,VA,@VENT_LIG El Coloso del Centro.,"@ZK_C, @ZK_D","@ZK_B, @ZK_D, @ZK_A",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Coloso del Centro @ZB_ACT y El Coloso del Centro @ZD_TEC y El Coloso del Centro @ZR_DEF,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,ANT+AT+PT,El Estratega Salvaje,B,VL,@VENT_LIG El Estratega Salvaje.,"@ZK_C, @ZK_D","@ZK_B, @ZK_D, @ZK_C",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Estratega Salvaje @ZB_ACT y El Estratega Salvaje @ZD_TEC y El Estratega Salvaje @ZC_PREC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,ANT+PNT+AT,,B,VA,@VENT_LIG nan.,"@ZK_C, @ZK_D","@ZK_B, @ZK_A, @ZK_D",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,nan @ZB_ACT y nan @ZR_DEF y nan @ZD_TEC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,ANT+PT+AT,El Incursor,B,VL,@VENT_LIG El Incursor.,"@ZK_C, @ZK_D","@ZK_B, @ZK_C, @ZK_D",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Incursor @ZB_ACT y El Incursor @ZC_PREC y El Incursor @ZD_TEC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,AT+ANT+PNT,El Inquebrantable,B,VA,@VENT_LIG El Inquebrantable.,"@ZK_C, @ZK_D","@ZK_D, @ZK_B, @ZK_A",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Inquebrantable @ZD_TEC y El Inquebrantable @ZB_ACT y El Inquebrantable @ZR_DEF,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,AT+ANT+PT,El Arquitecto del Caos,B,VL,@VENT_LIG El Arquitecto del Caos.,"@ZK_C, @ZK_D","@ZK_D, @ZK_B, @ZK_C",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Arquitecto del Caos @ZD_TEC y El Arquitecto del Caos @ZB_ACT y El Arquitecto del Caos @ZC_PREC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,AT+PNT+ANT,El León Técnico,B,VA,@VENT_LIG El León Técnico.,"@ZK_C, @ZK_D","@ZK_D, @ZK_A, @ZK_B",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El León Técnico @ZD_TEC y El León Técnico @ZR_DEF y El León Técnico @ZB_ACT,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,AT+PNT+PT,El Guerrero del Muro,B,VL,@VENT_LIG El Guerrero del Muro.,"@ZK_C, @ZK_D","@ZK_D, @ZK_A, @ZK_C",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Guerrero del Muro @ZD_TEC y El Guerrero del Muro @ZR_DEF y El Guerrero del Muro @ZC_PREC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,AT+PT+ANT,El Alquimista del Ritmo,B,VL,@VENT_LIG El Alquimista del Ritmo.,"@ZK_C, @ZK_D","@ZK_D, @ZK_C, @ZK_B",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Alquimista del Ritmo @ZD_TEC y El Alquimista del Ritmo @ZC_PREC y El Alquimista del Ritmo @ZB_ACT,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,AT+PT+PNT,El Sabio de Hierro,B,=,@EQUIL El Maestro del Pulso y El Sabio de Hierro.,"@ZK_C, @ZK_D","@ZK_D, @ZK_C, @ZK_A",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Sabio de Hierro @ZD_TEC y El Sabio de Hierro @ZC_PREC y El Sabio de Hierro @ZR_DEF,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,PNT+ANT+AT,El Fénix del Caos,B,VA,@VENT_LIG El Fénix del Caos.,"@ZK_C, @ZK_D","@ZK_A, @ZK_B, @ZK_D",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Fénix del Caos @ZR_DEF y El Fénix del Caos @ZB_ACT y El Fénix del Caos @ZD_TEC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,PNT+AT+ANT,El Legionario,B,VA,@VENT_LIG El Legionario.,"@ZK_C, @ZK_D","@ZK_A, @ZK_D, @ZK_B",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Legionario @ZR_DEF y El Legionario @ZD_TEC y El Legionario @ZB_ACT,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,PNT+AT+PT,El Centinela de Acero,B,VL,@VENT_LIG El Centinela de Acero.,"@ZK_C, @ZK_D","@ZK_A, @ZK_D, @ZK_C",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Centinela de Acero @ZR_DEF y El Centinela de Acero @ZD_TEC y El Centinela de Acero @ZC_PREC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,PNT+PT+AT,El Bastión del Ritmo,B,VL,@VENT_LIG El Bastión del Ritmo.,"@ZK_C, @ZK_D","@ZK_A, @ZK_C, @ZK_D",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Bastión del Ritmo @ZR_DEF y El Bastión del Ritmo @ZC_PREC y El Bastión del Ritmo @ZD_TEC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,PT+ANT+AT,El Constructor del Combate,B,=,@EQUIL El Maestro del Pulso y El Constructor del Combate.,"@ZK_C, @ZK_D","@ZK_C, @ZK_B, @ZK_D",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Constructor del Combate @ZC_PREC y El Constructor del Combate @ZB_ACT y El Constructor del Combate @ZD_TEC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,PT+AT+ANT,El Estrangulador Táctico,B,=,@EQUIL El Maestro del Pulso y El Estrangulador Táctico.,"@ZK_C, @ZK_D","@ZK_C, @ZK_D, @ZK_B",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Estrangulador Táctico @ZC_PREC y El Estrangulador Táctico @ZD_TEC y El Estrangulador Táctico @ZB_ACT,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,PT+AT+PNT,El Táctico Blindado,B,=,@EQUIL El Maestro del Pulso y El Táctico Blindado.,"@ZK_C, @ZK_D","@ZK_C, @ZK_D, @ZK_A",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Táctico Blindado @ZC_PREC y El Táctico Blindado @ZD_TEC y El Táctico Blindado @ZR_DEF,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,PT+PNT+AT,El Monje de la Jaula,B,=,@EQUIL El Maestro del Pulso y El Monje de la Jaula.,"@ZK_C, @ZK_D","@ZK_C, @ZK_A, @ZK_D",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Monje de la Jaula @ZC_PREC y El Monje de la Jaula @ZR_DEF y El Monje de la Jaula @ZD_TEC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
PT+AT,El Maestro del Pulso,ANT+PNT+PT,El Ciclón Imparable,B,VA,@VENT_LIG El Ciclón Imparable.,"@ZK_C, @ZK_D","@ZK_B, @ZK_A, @ZK_C",El Maestro del Pulso @ZC_PREC y El Maestro del Pulso @ZD_TEC,El Ciclón Imparable @ZB_ACT y El Ciclón Imparable @ZR_DEF y El Ciclón Imparable @ZC_PREC,Enfrentamiento entre arquetipo dual y triple. La versatilidad del arquetipo triple podría marcar la diferencia si logra adaptarse correctamente.
