Fighter,Division,division_ranking,Birth_Date,Career_Record,Sig_Strikes_Thrown,Sig_Strikes_Landed,Sig_Strikes_Absorbed,Takedowns_Attempted,Takedowns_Successful,Takedowns_Defended,Sub_Attempts,Sub_Attempts_Defended,Knockdowns,Knockdowns_Received,Control_Time_Seconds,Time_Controlled_Seconds,height_inches,reach_inches,win,loss,draws,win_kotko,win_sub,win_decision,loss_kotko,loss_sub,loss_decision,Fight_Duration_Seconds,significant_strikes_attempted_against,takedowns_attempted_against,takedowns_allowed,submission_attempts_against,Number_of_Fights_36m,Dates_36m,picture_url,ufcstats_url
Jaqueline Amorim,W_Strawweight,,24-06-1995,10-2-0,266,135,120,22,8,0,14,0,0,1,1389,1145,63,68,4,2,0,1,3,0,0,0,2,556,266,5,5,0,6,"25-10-2025:43a59ce3bb40449e:L,26-04-2025:9673a497a9da119a:W,07-09-2024:2c483cf443f38ece:W,16-03-2024:3351aa64aa83c4d9:W,12-08-2023:1235b31de15d0c6e:W,08-04-2023:e94085e821bd81de:L",img/jaqueline_amorim.png,http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08
Eryk Anders (Ya Boi),Middleweight,,21-04-1987,17-9-0 (1 NC),426,210,203,42,10,2,0,1,0,5,1708,259,73,75,3,2,0,1,0,2,1,0,1,704,412,2,0,1,5,"14-03-2026:0c6d9ea8306c029e:W,09-08-2025:a93f94c923c3a9cb:L,07-12-2024:3a8176e15b9887c1:W,02-03-2024:830f60497fab345a:W,10-06-2023:8e9eb3fc86db0f7d:L",img/eryk_anders.png,http://ufcstats.com/fighter-details/cad24459b28592ca
Chad Anheliger (The Monster),Bantamweight,,01-12-1986,13-8-0,245,122,100,10,4,3,0,2,0,0,472,1329,66,64,1,2,0,0,0,1,0,1,1,896,207,13,10,3,3,"02-11-2024:700a674c042b7a96:L,16-03-2024:68b8ebdfce9dbb61:W,18-11-2023:84f727cf0166d6f2:L",img/chad_anheliger.png,http://ufcstats.com/fighter-details/c7c39e2fb70248b3
Aoriqileng (The Mongolian Murderer),Bantamweight,,25-06-1993,26-12-0 (1 NC),228,121,137,4,2,11,0,3,2,1,381,753,67,69,2,2,0,1,0,1,1,0,1,478,267,18,7,3,5,"18-10-2025:700a674c042b7a96:W,14-09-2024:fe2babf95de24fb1:L,10-02-2024:850266b3dc4e506e:NC,07-10-2023:f6bcbd91b114ff58:W,10-06-2023:24656ef4d605c96f:L",img/aoriqileng.png,http://ufcstats.com/fighter-details/7d420039bbfe7c1a
Julio Arce,Featherweight,,27-10-1989,19-6-0,79,29,15,1,0,6,0,0,2,0,8,76,67,70,1,0,0,1,0,0,0,0,0,420,57,6,0,0,1,30-03-2024:4f140403000158b5:W,img/julio_arce.png,http://ufcstats.com/fighter-details/1291edf2d566a71a
Alice Ardelean,W_Strawweight,,19-04-1992,11-7-0,961,441,312,9,4,12,0,0,0,0,468,69,63,62,2,2,0,0,0,2,0,0,2,900,821,14,2,0,4,"01-11-2025:1235b31de15d0c6e:W,31-05-2025:02bb48869eb7ac8f:W,19-10-2024:3f4c3bc822bea45d:L,27-07-2024:9c442aaf149ea982:L",img/alice_ardelean.png,http://ufcstats.com/fighter-details/87f8699fdcc2c404
Dan Argueta (The Determined),Bantamweight,,13-08-1993,9-3-0 (2 NC),268,105,203,50,16,8,5,0,0,0,987,467,67,68,0,2,0,0,0,0,0,1,1,634,409,14,6,1,4,"12-10-2024:8e6654e9f0461b8f:L,06-04-2024:ffd3224638c01b57:L,23-09-2023:46e0d677f91bacc0:NC,17-06-2023:e7e01e266a9d4342:NC",img/dan_argueta.jpg,http://ufcstats.com/fighter-details/e4ba58725825412d
Andrei Arlovski (The Pitbull),Heavyweight,,04-02-1979,34-24-0 (2 NC),302,156,128,1,0,1,0,0,0,1,298,162,75,77,0,3,0,0,0,0,1,0,2,765,307,1,0,0,3,"29-06-2024:8eb046f83e82bf26:L,13-01-2024:fc08099550072fe4:L,03-06-2023:1a9480fc288e55d7:L",img/andrei_arlovski.png,http://ufcstats.com/fighter-details/3738e68d2261e60f
Garrett Armfield,Bantamweight,,09-10-1996,10-5-0,470,270,169,6,4,18,2,5,2,0,496,658,66,70,2,2,0,1,0,1,0,1,1,692,380,28,10,6,4,"02-11-2024:1a2bf44edb8055b6:L,15-06-2024:7af33fc4435017f1:L,20-01-2024:7b433309b0fd12aa:W,26-08-2023:148bb103cfbf123e:W",img/garrett_armfield.png,http://ufcstats.com/fighter-details/1effd880e1f1bb30
Yanal Ashmouz (Red Fox),Lightweight,,31-03-1995,8-2-0,262,133,221,26,10,18,0,0,0,0,631,533,69,69,2,2,0,1,0,1,0,0,2,693,444,28,10,0,4,"07-06-2025:17734443a833cdf7:L,07-09-2024:0bc697c5936a2d0a:W,22-07-2023:fd406a32a6fb3a29:L,18-03-2023:8b6e5dc2ba1edbe7:W",img/yanal_ashmouz.png,http://ufcstats.com/fighter-details/c739c2995a275314
Ibo Aslan (The Last Ottoman),Light_Heavyweight,,23-04-1996,14-4-0,377,175,127,1,0,14,0,0,2,2,8,95,75,77,2,3,0,2,0,0,1,1,1,380,289,16,2,1,5,"06-12-2025:1c23ec2f1b71be40:L,26-07-2025:07a74004d964c7f4:L,22-02-2025:cd13728ae1151f46:L,26-10-2024:09a4447655fd4b7b:W,30-03-2024:82529ce93cd9a2cf:W",img/ibo_aslan.png,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45
Steven Asplund (Concrete),Heavyweight,,16-07-1998,7-1-0,450,231,158,0,0,5,0,0,1,0,15,77,77,78,1,1,0,1,0,0,0,0,1,714,314,5,0,0,2,"14-03-2026:71171fc96445bf65:L,13-12-2025:0f3a990526c5e706:W",img/steven_asplund.png,http://ufcstats.com/fighter-details/e56cee1ad697db04
Raphael Assuncao,Bantamweight,,19-07-1982,28-10-0,0,0,0,0,0,0,0,0,0,0,0,0,65,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,img/raphael_assuncao.png,http://ufcstats.com/fighter-details/2f13e4020cea5b38
Michael Aswell Jr. (The Texas Kid),Featherweight,,27-09-2000,11-3-0,363,148,145,0,0,0,0,0,2,0,15,0,68,69,1,1,0,1,0,0,0,0,1,501,324,0,0,0,2,"11-10-2025:710f0f8c5d5c9d41:W,31-05-2025:4bdedbdeedff7d1d:L",img/michael_aswell.png,http://ufcstats.com/fighter-details/01c9e4013afce141
Julia Avila (Raging Panda),W_Bantamweight,,11-05-1988,9-4-0,149,57,105,2,1,2,0,0,0,0,99,655,67,68,0,2,0,0,0,0,0,1,1,787,236,6,4,1,2,"15-02-2025:e3964ece586e0635:L,02-12-2023:b96619b3acd7d9da:L",img/julia_avila.png,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
Abu Azaitar (Captain Morocco),Middleweight,,10-03-1986,14-4-1,106,41,34,4,2,1,0,0,0,0,32,250,69,76,0,1,0,0,0,0,0,0,1,900,79,2,1,0,1,21-10-2023:4e6738062d469256:L,img/abu_azaitar.png,http://ufcstats.com/fighter-details/46d0a888d87d91ac
Ottman Azaitar (Bulldozer),Lightweight,,20-02-1990,13-3-0,89,30,57,0,0,4,0,0,0,2,0,61,68,71,0,2,0,0,0,0,2,0,0,334,107,4,0,0,2,"14-12-2024:511e82663651438d:L,15-07-2023:3920d0cc288f9b0d:L",img/ottman_azaitar.png,http://ufcstats.com/fighter-details/ee18ff42063174df
Miguel Baeza (Caramel Thunder),Welterweight,,23-08-1992,10-4-0,12,7,144,2,0,1,3,0,0,0,47,658,74,74,0,1,0,0,0,0,0,0,1,900,175,6,5,0,1,08-06-2024:64facb6cc564262d:L,img/miguel_baeza.png,http://ufcstats.com/fighter-details/82d4c957649faf9b
Melsik Baghdasaryan (The Gun),Featherweight,,28-01-1992,8-3-0,133,71,54,0,0,6,0,0,0,1,42,385,69,70,1,1,0,0,0,1,1,0,0,577,136,9,3,0,2,"22-02-2025:52ef95b5860fb28c:L,15-07-2023:7832f2f62f04178f:W",img/melsik_baghdasaryan.png,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
Ignacio Bahamondes (La Jaula),Lightweight,,27-08-1997,17-6-0,628,273,204,4,0,4,1,0,3,0,133,601,75,75,4,2,0,2,1,1,0,0,2,550,438,11,7,0,6,"21-06-2025:c814b4c899793af6:L,08-03-2025:4d8fa64202cee4c1:W,14-09-2024:2e7878927067fdca:W,06-04-2024:de45aaae23dfa392:W,05-08-2023:5b86d491d63890c5:L,08-04-2023:cfc3e7bb44685289:W",img/ignacio_bahamondes.png,http://ufcstats.com/fighter-details/e4a47b07044ddd72
Shauna Bannon (Mama B),W_Strawweight,,23-10-1993,7-2-0,455,196,170,5,0,4,2,0,0,1,134,951,65,65,2,2,0,0,1,1,0,1,1,680,313,10,6,1,4,"06-09-2025:e94085e821bd81de:L,22-03-2025:19f8a2f6eecd92ac:W,27-07-2024:87f8699fdcc2c404:W,22-07-2023:7138a15258dabf20:L",img/shauna_bannon.png,http://ufcstats.com/fighter-details/9c442aaf149ea982
Bryan Barberena (Bam Bam),Middleweight,,03-05-1989,18-12-0,130,47,75,1,0,8,0,1,0,2,5,806,72,72,0,3,0,0,0,0,0,2,1,584,125,25,17,3,3,"16-03-2024:6ac9bc2953c47345:L,22-07-2023:ea7e5bc78d9de658:L,18-03-2023:fd55393021a8c255:L",img/bryan_barberena.png,http://ufcstats.com/fighter-details/a331233f597090a5
Dione Barbosa (The Witch),W_Flyweight,,08-05-1992,8-4-0,260,118,129,18,7,5,4,2,0,0,656,835,66,66,2,2,0,0,1,1,0,0,2,738,383,9,4,2,4,"16-08-2025:9d62c2d8ee151f08:L,05-04-2025:d7e40dca3ae125be:W,20-07-2024:f29a6350c69f4a33:L,04-05-2024:e4faa79383c9f214:W",img/dione_barbosa.png,http://ufcstats.com/fighter-details/27b388f0aab49780
Edson Barboza (Junior),Lightweight,,21-01-1986,24-14-0,739,345,509,4,3,7,0,0,2,3,440,785,71,75,2,3,0,1,0,1,1,0,2,840,925,12,5,0,5,"06-12-2025:4d8fa64202cee4c1:L,16-08-2025:7cbf7c78d3b34218:L,18-05-2024:396fe87b84ac2e1c:L,14-10-2023:94426bb170c88115:W,15-04-2023:aa171d55d4b5208f:W",img/edson_barboza.png,http://ufcstats.com/fighter-details/64a50dad704d1d49
Raoni Barcelos,Bantamweight,,01-05-1987,21-5-0,547,270,245,57,15,21,4,0,0,1,902,456,67,67,4,1,0,0,1,3,0,0,1,864,628,25,4,0,5,"08-11-2025:5987b2458f4b5290:W,14-06-2025:d8c7c61b176e3994:W,18-01-2025:6e743a33d56bdaa4:W,24-02-2024:7debc13b36343605:W,05-08-2023:60425d07ef4b91a7:L",img/raoni_barcelos.png,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Daniel Barez,Flyweight,,10-12-1988,17-7-0,239,118,200,5,1,4,0,0,2,0,98,345,66,66,1,2,0,0,0,1,0,2,0,630,390,7,3,2,3,"15-03-2025:b1f21ce050035d58:L,28-09-2024:dc7927cd622676a7:W,22-07-2023:65adf3856c4d9256:L",img/daniel_barez.png,http://ufcstats.com/fighter-details/e8fe9c15d348e778
Danny Barlow (LeftHand2God),Middleweight,,02-08-1995,9-2-0,485,250,206,2,0,4,0,0,1,1,89,127,74,79,2,2,0,1,0,1,1,0,1,667,432,4,0,0,4,"18-10-2025:312f7d7b2b2f7de4:L,01-03-2025:8b6e5dc2ba1edbe7:L,10-08-2024:0f1efce7d2571d10:W,17-02-2024:876f478f796495f7:W",img/danny_barlow.png,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63
Chris Barnett (Beastboy),Heavyweight,,14-06-1986,23-10-0,69,30,150,1,0,5,0,0,0,0,0,648,69,75,0,2,0,0,0,0,1,0,1,583,213,14,9,0,2,"25-10-2025:3329d692aea4dc28:L,26-10-2024:8667caa0451d245b:L",img/chris_barnett.png,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Marc-Andre Barriault (Powerbar),Middleweight,,18-02-1990,17-11-0 (1 NC),753,354,483,6,2,14,0,1,2,2,331,520,73,74,2,5,0,1,0,1,2,0,3,577,832,16,2,1,7,"07-02-2026:0d65c432720accb9:L,26-07-2025:06734ca9d88dec3a:L,10-05-2025:12ebd7d157e91701:W,02-11-2024:71505842fb6455c3:L,29-06-2024:c1085e1701b13eca:L,20-01-2024:5442f1bc4b47eaf3:L,10-06-2023:cad24459b28592ca:W",img/marc-andre_barriault.png,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
Javid Basharat (The Snow Leopard),Bantamweight,,07-09-1995,15-2-0 (1 NC),381,176,135,16,4,3,0,2,1,1,368,128,69,69,1,2,0,0,0,1,1,0,1,588,339,4,1,2,4,"07-02-2026:51ec9dc3b4964f19:W,22-02-2025:5987b2458f4b5290:L,02-03-2024:24656ef4d605c96f:L,21-10-2023:eb8d8c2a95cfccb8:NC",img/javid_basharat.png,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Farid Basharat (Ferocious),Bantamweight,15,02-08-1997,15-0-0,494,227,199,37,15,7,2,1,0,0,1240,372,68,71,5,0,0,0,1,4,0,0,0,771,532,16,9,1,5,"07-02-2026:ffd3224638c01b57:W,04-10-2025:45f0cc9d18f35137:W,26-10-2024:f264ba50b007f39e:W,13-01-2024:8b1ed83b02303075:W,02-09-2023:102a8fdf8cbf7467:W",img/farid_basharat.png,http://ufcstats.com/fighter-details/a09ed60aa67a3f67
Austin Bashi,Featherweight,,29-09-2001,14-1-0,57,25,44,19,4,2,1,2,0,0,514,200,66,70,1,1,0,0,1,0,0,0,1,559,87,4,2,2,2,"02-08-2025:450bcab0968562c4:W,11-01-2025:5ec591b78349ba7e:L",img/austin_bashi.png,http://ufcstats.com/fighter-details/d3f89fa685bd8420
Bryan Battle (The Butcher),Welterweight,,21-09-1994,13-2-0 (1 NC),444,229,172,13,2,8,1,0,1,0,962,151,73,77,4,0,0,2,1,1,0,0,0,474,325,10,2,0,5,"07-12-2024:c6aee362c7a7d482:W,28-09-2024:dda15dbfafb792df:W,16-03-2024:1497e735d9f2560a:NC,23-09-2023:725b1abc9a39d873:W,13-05-2023:5eb50529a8418b77:W",img/bryan_battle.png,http://ufcstats.com/fighter-details/f626118b6da0e020
Rolando Bedoya (The Machine),Lightweight,,13-01-1997,14-5-0,782,374,330,7,0,15,1,0,0,2,118,487,71,74,0,4,0,0,0,0,0,0,4,900,699,20,5,0,4,"27-09-2025:af9f42e6894047fc:L,03-08-2024:4c88a1db5a46c6a4:L,26-08-2023:32490e80ddab1e5a:L,06-05-2023:2558ae2e5671e318:L",img/rolando_bedoya.png,http://ufcstats.com/fighter-details/40a456a25d52ee65
Azamat Bekoev (Iron),Middleweight,,30-12-1995,20-4-0,149,68,128,11,5,4,0,0,2,0,396,53,72,72,2,1,0,2,0,0,1,0,0,334,187,5,1,0,3,"18-10-2025:7674b836ce0698a0:L,03-05-2025:d5bab53a1a603aac:W,18-01-2025:23dec7c47cb418f8:W",img/azamat_bekoev.png,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a
Diana Belbita (The Warrior Princess),W_Flyweight,,26-06-1996,15-10-0,615,254,274,4,3,8,0,0,0,0,177,507,67,68,1,3,0,0,0,1,0,2,1,588,576,14,6,2,4,"05-04-2025:27b388f0aab49780:L,03-02-2024:51018a31ddf31eb2:L,07-10-2023:d7c3816669784109:L,10-06-2023:37d752ec41ed84bb:W",img/diana_belbita.png,http://ufcstats.com/fighter-details/d7e40dca3ae125be
Yousri Belgaroui,Middleweight,,02-06-1992,9-3-0,138,102,24,1,1,4,0,0,0,0,40,198,78,79,1,0,0,1,0,0,0,0,0,655,77,8,4,0,1,18-10-2025:3bc3f60b21cddc6a:W,img/yousri_belgaroui.png,http://ufcstats.com/fighter-details/7674b836ce0698a0
Rodolfo Bellato (Trator),Light_Heavyweight,,05-02-1996,12-3-1 (1 NC),427,252,293,13,5,12,0,0,1,2,407,622,75,75,2,1,1,2,0,0,0,0,1,563,554,13,1,0,5,"07-03-2026:d62e280d0f7b6d6f:W,27-09-2025:b4b496ec2197ee3e:L,14-06-2025:eabf206b162b3b83:NC,08-02-2025:70e1f8a821b72c8b:D,02-12-2023:260bd4cef10b033f:W",img/rodolfo_bellato.png,http://ufcstats.com/fighter-details/69898645d600abdb
Gabriel Benitez (Moggly),Lightweight,,15-06-1988,23-13-0,477,201,177,0,0,0,0,0,0,0,1,238,68,71,0,2,0,0,0,0,0,1,1,852,452,2,2,1,2,"27-04-2024:8c1ca54b5089d199:L,13-01-2024:d1941565abf50b16:L",img/gabriel_benitez.png,http://ufcstats.com/fighter-details/436f970c9ea9169c
Blake Bilder (El Animal),Featherweight,,12-07-1990,8-2-1,174,64,108,6,0,2,0,0,0,0,483,410,68,68,0,2,0,0,0,0,0,0,2,900,208,4,2,0,2,"03-02-2024:d008d785f6347dc2:L,10-06-2023:31f8081c7600da93:L",img/blake_bilder.png,http://ufcstats.com/fighter-details/5095b0920a3602aa
Da'Mon Blackshear (The Monster),Bantamweight,,12-08-1994,17-8-1,770,366,304,19,8,17,8,2,0,1,1014,471,70,72,5,3,0,1,3,1,1,0,2,535,643,21,4,2,8,"26-07-2025:113df4fde64735c6:L,26-04-2025:1897b7b913736a7c:W,15-03-2025:700a674c042b7a96:W,09-11-2024:bf7ad5628363eec9:W,13-07-2024:cc1a8b4b38b92c6d:L,19-08-2023:bc711b6dd95c1af6:L,12-08-2023:84f727cf0166d6f2:W,03-06-2023:6fc506e1099afe20:W",img/damon_blackshear.png,http://ufcstats.com/fighter-details/da22387a0407a2dc
Tereza Bleda,W_Flyweight,,30-11-2001,7-2-0,111,59,39,14,3,0,0,0,0,0,731,13,69,71,1,1,0,0,0,1,1,0,0,512,69,0,0,0,2,"13-12-2025:5c637af9472ae7cc:L,17-06-2023:a6eb54ae17a551be:W",img/tereza_bleda.png,http://ufcstats.com/fighter-details/59c438c81fbf3ece
Mandy Bohm (Monster),W_Flyweight,,30-07-1989,8-2-0 (1 NC),31,17,10,6,2,1,1,1,0,0,245,344,67,71,1,0,0,0,0,1,0,0,0,715,36,1,0,1,1,13-05-2023:a20f234df70f2182:W,img/mandy_bohm.png,http://ufcstats.com/fighter-details/297a2b35444c245b
Gaston Bolanos (The Dreamkiller),Bantamweight,,14-09-1992,8-5-0,303,149,109,2,2,9,0,1,0,1,369,1187,67,69,2,2,0,0,0,2,1,1,0,680,221,21,12,2,4,"03-05-2025:32feae6d9a1e5047:L,09-11-2024:8173f134396cb971:W,13-01-2024:c0ac37a4a1133da9:L,15-04-2023:34c2b3656f88f7ef:W",img/gaston_bolanos.png,http://ufcstats.com/fighter-details/96924b0019b3aff1
Denys Bondar (Psycho),Flyweight,,27-06-1992,14-5-0,233,117,133,11,6,5,0,0,0,0,201,216,66,69,0,2,0,0,0,0,0,1,1,749,302,7,2,1,2,"24-02-2024:f2900678e98f6d6a:L,17-06-2023:798e48f9e7f6ba22:L",img/denys_bondar.png,http://ufcstats.com/fighter-details/2526be54e6a0e62a
Ismael Bonfim (Marreta),Lightweight,,28-12-1995,20-6-0,366,193,151,5,2,6,0,1,0,0,55,442,68,71,1,3,0,0,0,1,2,1,0,514,330,9,3,2,4,"08-11-2025:06626b6287e1ae1e:L,15-02-2025:ff62013d2fce6d13:L,04-05-2024:c77a953488e5607d:W,01-07-2023:c2299ec916bc7c56:L",img/ismael_bonfim.png,http://ufcstats.com/fighter-details/eb393afdbe3293d5
Kevin Borjas (El Gallo Negro),Flyweight,,06-12-1997,10-5-0,490,214,385,10,0,15,0,0,3,2,232,393,65,68,1,4,0,0,0,1,2,0,2,731,750,19,4,0,5,"28-02-2026:6e8349a0a0476d60:L,23-08-2025:3cf18e01cb6cbde3:L,29-03-2025:f2900678e98f6d6a:W,04-05-2024:3fa97913cfd205d3:L,11-11-2023:17e97649403ba428:L",img/kevin_borjas.png,http://ufcstats.com/fighter-details/34b96d52db1d26e6
Viacheslav Borshchev (Slava Claus),Lightweight,,08-01-1992,8-7-1,932,459,387,1,0,17,1,5,3,2,238,950,71,69,2,4,1,1,0,1,0,2,2,656,944,29,12,7,7,"15-11-2025:72f890c5d421e705:L,28-06-2025:809bd1a871491508:L,08-02-2025:6c3b2525436cf5d4:L,24-08-2024:93b2b7caa457cbea:W,11-05-2024:971246648e162f0d:L,11-11-2023:ff62013d2fce6d13:D,20-05-2023:8c1ca54b5089d199:W",img/viacheslav_borshchev.png,http://ufcstats.com/fighter-details/19c591115a58982c
Tanner Boser (The Bulldozer),Heavyweight,,02-08-1991,21-10-1,231,125,98,0,0,1,0,0,0,0,327,78,74,75,1,1,0,0,0,1,1,0,0,512,176,2,1,0,2,"05-08-2023:c2a670b22d2e196f:W,15-04-2023:cd13728ae1151f46:L",img/tanner_boser.png,http://ufcstats.com/fighter-details/04c8b08b16a5b99e
Ramiz Brahimaj,Welterweight,,17-11-1992,13-6-0,165,94,117,23,6,6,3,0,1,0,594,1175,70,72,3,2,0,1,2,0,0,0,2,523,204,17,11,0,5,"21-02-2026:64facb6cc564262d:L,04-10-2025:32c3ee378671a5d9:W,31-05-2025:fa07345cc9db5cc9:W,16-11-2024:9e50097a89442158:W,18-05-2024:40f3cb27fc7305a1:L",img/ramiz_brahimaj.png,http://ufcstats.com/fighter-details/3d074044a33825e7
Bruna Brasil,W_Strawweight,,07-09-1993,11-6-1,443,236,366,16,8,17,1,0,0,1,885,1362,66,65,3,4,0,0,0,3,1,0,3,837,771,28,11,0,7,"07-02-2026:8bd4200561c77a62:L,22-08-2025:d683f4870742b273:W,08-02-2025:2997e7fe3c9d3d4a:L,27-07-2024:51018a31ddf31eb2:W,10-02-2024:4e30e4250cb08b61:L,22-07-2023:9c442aaf149ea982:W,15-04-2023:cffb87059e645bd1:L",img/bruna_brasil.png,http://ufcstats.com/fighter-details/7138a15258dabf20
Mike Breeden (Money),Lightweight,,21-04-1989,11-6-0,182,93,133,2,0,7,0,0,1,0,4,8,70,70,1,1,0,1,0,0,1,0,0,432,241,7,0,0,2,"21-10-2023:a72a2a769fa5a2be:W,12-08-2023:809bd1a871491508:L",img/mike_breeden.png,http://ufcstats.com/fighter-details/d80ee110748171ac
Elves Brener,Lightweight,,27-09-1997,16-6-0,603,292,375,27,5,15,0,1,2,2,368,688,70,72,2,3,0,2,0,0,1,0,2,730,735,21,6,1,5,"02-08-2025:323d4ca260dfa0ba:L,03-08-2024:58bbef3770bb2dfc:L,04-05-2024:bf2c8e01b07d3eb1:L,04-11-2023:ca36633b80be4a78:W,01-07-2023:7772b283d288dbe2:W",img/elves_brener.png,http://ufcstats.com/fighter-details/48a9a128784d53d1
Joanderson Brito (Tubarao),Featherweight,,11-02-1995,18-5-1,239,125,130,21,14,10,6,3,0,0,1434,1662,68,72,4,2,0,2,1,1,0,0,2,653,213,19,9,3,6,"13-12-2025:5d8006587d6a6711:W,05-04-2025:b8bbdeff718dbb7d:L,28-09-2024:e1d40e8782d80bc2:L,04-05-2024:b8a85389d115e35a:W,18-11-2023:87c0b1c696ddfb43:W,01-07-2023:7b3503352cd53abb:W",img/joanderson_brito.png,http://ufcstats.com/fighter-details/791c8437b341fba5
Matt Brown (The Immortal),Welterweight,,10-01-1981,26-19-0,15,11,8,0,0,0,0,0,1,0,2,117,72,75,1,0,0,1,0,0,0,0,0,249,31,1,1,0,1,13-05-2023:523fa774700d7d3f:W,img/matt_brown.png,http://ufcstats.com/fighter-details/31123249b0bbf52e
Randy Brown (Rudeboy),Welterweight,,08-07-1990,20-7-0,633,291,209,7,4,14,2,1,2,2,321,1045,75,78,4,2,0,2,0,2,1,0,1,616,451,18,4,1,6,"08-11-2025:01641ba5df0c69b0:L,26-04-2025:9d19d9e4aa2662e8:W,07-12-2024:f626118b6da0e020:L,01-06-2024:8adcbd525fab8d9b:W,03-02-2024:447f9858ae78f921:W,24-06-2023:4dcfb28c011c11b2:W",img/randy_brown.png,http://ufcstats.com/fighter-details/c6aee362c7a7d482
TJ Brown (Downtown),Featherweight,,22-05-1990,17-11-0,141,61,75,4,3,3,0,1,0,1,128,591,69,72,0,2,0,0,0,0,0,2,0,571,143,9,6,3,2,"14-10-2023:92a9aa9c93192871:L,15-04-2023:9abc648e76c4493a:L",img/tj_brown.png,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
Cody Brundage,Middleweight,,16-05-1994,11-9-1 (1 NC),428,204,280,23,9,11,2,4,2,0,952,2183,72,72,3,6,1,2,0,1,1,2,3,497,567,16,5,6,11,"07-03-2026:ad5cb64af10fc946:L,31-01-2026:8ebc3a8da015d70c:L,09-08-2025:9508cc6184cb2450:L,14-06-2025:841695e02c99a521:D,01-03-2025:d0e1b42d41dab603:W,13-07-2024:eae431e70064e046:NC,13-04-2024:35673bf5204524ee:L,02-12-2023:23dec7c47cb418f8:W,23-09-2023:d4270315cbcf2569:W,24-06-2023:4e6738062d469256:L,29-04-2023:260e9e0d4954aea6:L",img/cody_brundage.png,http://ufcstats.com/fighter-details/f14f644d41ade29f
Robert Bryczek,Middleweight,,04-07-1990,18-6-0,271,100,109,1,1,6,0,0,1,1,112,239,72,75,1,1,0,1,0,0,0,0,1,801,270,7,1,0,2,"06-09-2025:0c6d9ea8306c029e:W,10-02-2024:260bd4cef10b033f:L",img/robert_bryczek.png,http://ufcstats.com/fighter-details/f96856f9d69fd7e4
Lukasz Brzeski (The Bull),Heavyweight,,17-05-1992,9-7-1 (1 NC),243,133,119,2,0,1,0,1,0,3,43,580,75,78,1,4,0,0,0,1,3,1,0,348,253,6,5,2,5,"19-07-2025:a67f5afa8d6a1b80:L,07-12-2024:8667caa0451d245b:L,27-07-2024:0d5cc0170c1a7e71:L,06-04-2024:f5779a2303ed76ec:W,26-08-2023:fc08099550072fe4:L",img/lukasz_brzeski.png,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19
Marcus Buchecha,Heavyweight,,08-01-1990,5-2-1,104,51,65,24,4,0,0,0,0,0,685,388,74,77,0,1,1,0,0,0,0,0,1,900,134,0,0,0,2,"13-12-2025:8667caa0451d245b:D,26-07-2025:8eb046f83e82bf26:L",img/marcus_buchecha.png,http://ufcstats.com/fighter-details/095854a135e6db55
Martin Buday (Badys),Heavyweight,,11-11-1991,16-2-0,541,301,303,4,1,14,1,0,0,0,878,1045,76,77,5,1,0,0,1,4,1,0,0,701,686,15,1,0,6,"26-07-2025:095854a135e6db55:W,05-04-2025:02f484417a6fa69d:W,29-06-2024:3738e68d2261e60f:W,16-12-2023:6747ccd6d1acd266:L,12-08-2023:b5da8f7d05e85a55:W,29-04-2023:92fa1401b7927da3:W",img/martin_buday.png,http://ufcstats.com/fighter-details/8eb046f83e82bf26
Dylan Budka (The Mindless Hulk),Middleweight,,14-01-2000,7-5-0,74,19,59,6,3,2,0,0,0,1,353,575,72,75,0,3,0,0,0,0,2,0,1,476,99,5,3,0,3,"15-02-2025:4144798612ef96e5:L,07-09-2024:5f61780fe5e9b6d0:L,06-04-2024:64d47ef881a437a4:L",img/dylan_budka.png,http://ufcstats.com/fighter-details/a817e238b2747404
Modestas Bukauskas (The Baltic Gladiator),Light_Heavyweight,,10-02-1994,19-7-0,484,225,290,2,2,14,1,0,1,2,665,628,75,76,5,2,0,2,1,2,2,0,0,612,585,17,3,0,7,"24-01-2026:1091d4d957141094:L,06-09-2025:eabf206b162b3b83:W,10-05-2025:cd13728ae1151f46:W,22-02-2025:09a4447655fd4b7b:W,27-07-2024:6370c1c1e12723d5:W,04-11-2023:71171fc96445bf65:L,17-06-2023:56f7d7ee06be4aab:W",img/modestas_bukauskas.png,http://ufcstats.com/fighter-details/476fe566d2df676e
