Tipo_Encuentro,Codigo_A,Apodo_A,Score_AT_A,Score_ANT_A,Score_PT_A,Score_PNT_A,Codigo_B,Apodo_B,Score_AT_B,Score_ANT_B,Score_PT_B,Score_PNT_B,Delta_BASE_ponderado,Dominante,Intensidad,Prediccion_Breve,Zona_Clave,Tactica_A,Tactica_B,Descripcion_Choque
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,AT+ANT+PNT,El Inquebrantable,0.5,0.3,0.0,0.2,-0.081,B,Ventaja ligera B,Ligera ventaja para El Inquebrantable.,"Claves en Zona de decisión, Zona de control vs Zona de decisión, Zona de búsqueda, Zona de acción",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El Inquebrantable buscará imponer técnica en zona de decisión y El Inquebrantable presionará desde la zona de búsqueda con actividad y El Inquebrantable se mantendrá defensivo en zona retrasada,"Choque entre El Cirujano y El Inquebrantable, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el inquebrantable buscará imponer técnica en zona de decisión y el inquebrantable presionará desde la zona de búsqueda con actividad y el inquebrantable se mantendrá defensivo en zona retrasada."
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,AT+ANT+PT,El Arquitecto del Caos,0.5,0.3,0.2,0.0,-0.041,B,Ventaja ligera B,Ligera ventaja para El Arquitecto del Caos.,"Claves en Zona de decisión, Zona de control vs Zona de decisión, Zona de búsqueda, Zona de control",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El Arquitecto del Caos buscará imponer técnica en zona de decisión y El Arquitecto del Caos presionará desde la zona de búsqueda con actividad y El Arquitecto del Caos esperará en zona de control con precisión,"Choque entre El Cirujano y El Arquitecto del Caos, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el arquitecto del caos buscará imponer técnica en zona de decisión y el arquitecto del caos presionará desde la zona de búsqueda con actividad y el arquitecto del caos esperará en zona de control con precisión."
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,AT+PNT+ANT,El León Técnico,0.5,0.2,0.0,0.3,-0.084,B,Ventaja ligera B,Ligera ventaja para El León Técnico.,"Claves en Zona de decisión, Zona de control vs Zona de decisión, Zona de acción, Zona de búsqueda",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El León Técnico buscará imponer técnica en zona de decisión y El León Técnico se mantendrá defensivo en zona retrasada y El León Técnico presionará desde la zona de búsqueda con actividad,"Choque entre El Cirujano y El León Técnico, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el león técnico buscará imponer técnica en zona de decisión y el león técnico se mantendrá defensivo en zona retrasada y el león técnico presionará desde la zona de búsqueda con actividad."
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,AT+PNT+PT,El Guerrero del Muro,0.5,0.0,0.2,0.3,-0.05,B,Ventaja ligera B,Ligera ventaja para El Guerrero del Muro.,"Claves en Zona de decisión, Zona de control vs Zona de decisión, Zona de acción, Zona de control",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El Guerrero del Muro buscará imponer técnica en zona de decisión y El Guerrero del Muro se mantendrá defensivo en zona retrasada y El Guerrero del Muro esperará en zona de control con precisión,"Choque entre El Cirujano y El Guerrero del Muro, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el guerrero del muro buscará imponer técnica en zona de decisión y el guerrero del muro se mantendrá defensivo en zona retrasada y el guerrero del muro esperará en zona de control con precisión."
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,AT+PT+ANT,El Alquimista del Ritmo,0.5,0.2,0.3,0.0,-0.024,B,Parejo,Combate equilibrado entre El Cirujano y El Alquimista del Ritmo.,"Claves en Zona de decisión, Zona de control vs Zona de decisión, Zona de control, Zona de búsqueda",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El Alquimista del Ritmo buscará imponer técnica en zona de decisión y El Alquimista del Ritmo esperará en zona de control con precisión y El Alquimista del Ritmo presionará desde la zona de búsqueda con actividad,"Choque entre El Cirujano y El Alquimista del Ritmo, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el alquimista del ritmo buscará imponer técnica en zona de decisión y el alquimista del ritmo esperará en zona de control con precisión y el alquimista del ritmo presionará desde la zona de búsqueda con actividad."
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,AT+PT+PNT,El Sabio de Hierro,0.5,0.0,0.3,0.2,-0.03,B,Parejo,Combate equilibrado entre El Cirujano y El Sabio de Hierro.,"Claves en Zona de decisión, Zona de control vs Zona de decisión, Zona de control, Zona de acción",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El Sabio de Hierro buscará imponer técnica en zona de decisión y El Sabio de Hierro esperará en zona de control con precisión y El Sabio de Hierro se mantendrá defensivo en zona retrasada,"Choque entre El Cirujano y El Sabio de Hierro, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el sabio de hierro buscará imponer técnica en zona de decisión y el sabio de hierro esperará en zona de control con precisión y el sabio de hierro se mantendrá defensivo en zona retrasada."
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,PNT+ANT+AT,El Fénix del Caos,0.2,0.3,0.0,0.5,-0.111,B,Ventaja amplia B,Ligera ventaja para El Fénix del Caos.,"Claves en Zona de decisión, Zona de control vs Zona de acción, Zona de búsqueda, Zona de decisión",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El Fénix del Caos se mantendrá defensivo en zona retrasada y El Fénix del Caos presionará desde la zona de búsqueda con actividad y El Fénix del Caos buscará imponer técnica en zona de decisión,"Choque entre El Cirujano y El Fénix del Caos, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el fénix del caos se mantendrá defensivo en zona retrasada y el fénix del caos presionará desde la zona de búsqueda con actividad y el fénix del caos buscará imponer técnica en zona de decisión."
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,PNT+AT+ANT,El Legionario,0.3,0.2,0.0,0.5,-0.104,B,Ventaja amplia B,Ligera ventaja para El Legionario.,"Claves en Zona de decisión, Zona de control vs Zona de acción, Zona de decisión, Zona de búsqueda",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El Legionario se mantendrá defensivo en zona retrasada y El Legionario buscará imponer técnica en zona de decisión y El Legionario presionará desde la zona de búsqueda con actividad,"Choque entre El Cirujano y El Legionario, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el legionario se mantendrá defensivo en zona retrasada y el legionario buscará imponer técnica en zona de decisión y el legionario presionará desde la zona de búsqueda con actividad."
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,PNT+AT+PT,El Centinela de Acero,0.3,0.0,0.2,0.5,-0.07,B,Ventaja ligera B,Ligera ventaja para El Centinela de Acero.,"Claves en Zona de decisión, Zona de control vs Zona de acción, Zona de decisión, Zona de control",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El Centinela de Acero se mantendrá defensivo en zona retrasada y El Centinela de Acero buscará imponer técnica en zona de decisión y El Centinela de Acero esperará en zona de control con precisión,"Choque entre El Cirujano y El Centinela de Acero, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el centinela de acero se mantendrá defensivo en zona retrasada y el centinela de acero buscará imponer técnica en zona de decisión y el centinela de acero esperará en zona de control con precisión."
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,PNT+PT+AT,El Bastión del Ritmo,0.2,0.0,0.3,0.5,-0.06,B,Ventaja ligera B,Ligera ventaja para El Bastión del Ritmo.,"Claves en Zona de decisión, Zona de control vs Zona de acción, Zona de control, Zona de decisión",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El Bastión del Ritmo se mantendrá defensivo en zona retrasada y El Bastión del Ritmo esperará en zona de control con precisión y El Bastión del Ritmo buscará imponer técnica en zona de decisión,"Choque entre El Cirujano y El Bastión del Ritmo, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el bastión del ritmo se mantendrá defensivo en zona retrasada y el bastión del ritmo esperará en zona de control con precisión y el bastión del ritmo buscará imponer técnica en zona de decisión."
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,PT+ANT+AT,El Constructor del Combate,0.2,0.3,0.5,0.0,-0.011,B,Parejo,Combate equilibrado entre El Cirujano y El Constructor del Combate.,"Claves en Zona de decisión, Zona de control vs Zona de control, Zona de búsqueda, Zona de decisión",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El Constructor del Combate esperará en zona de control con precisión y El Constructor del Combate presionará desde la zona de búsqueda con actividad y El Constructor del Combate buscará imponer técnica en zona de decisión,"Choque entre El Cirujano y El Constructor del Combate, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el constructor del combate esperará en zona de control con precisión y el constructor del combate presionará desde la zona de búsqueda con actividad y el constructor del combate buscará imponer técnica en zona de decisión."
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,PT+AT+ANT,El Estrangulador Táctico,0.3,0.2,0.5,0.0,-0.004,B,Parejo,Combate equilibrado entre El Cirujano y El Estrangulador Táctico.,"Claves en Zona de decisión, Zona de control vs Zona de control, Zona de decisión, Zona de búsqueda",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El Estrangulador Táctico esperará en zona de control con precisión y El Estrangulador Táctico buscará imponer técnica en zona de decisión y El Estrangulador Táctico presionará desde la zona de búsqueda con actividad,"Choque entre El Cirujano y El Estrangulador Táctico, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el estrangulador táctico esperará en zona de control con precisión y el estrangulador táctico buscará imponer técnica en zona de decisión y el estrangulador táctico presionará desde la zona de búsqueda con actividad."
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,PT+AT+PNT,El Táctico Blindado,0.3,0.0,0.5,0.2,-0.01,B,Parejo,Combate equilibrado entre El Cirujano y El Táctico Blindado.,"Claves en Zona de decisión, Zona de control vs Zona de control, Zona de decisión, Zona de acción",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El Táctico Blindado esperará en zona de control con precisión y El Táctico Blindado buscará imponer técnica en zona de decisión y El Táctico Blindado se mantendrá defensivo en zona retrasada,"Choque entre El Cirujano y El Táctico Blindado, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el táctico blindado esperará en zona de control con precisión y el táctico blindado buscará imponer técnica en zona de decisión y el táctico blindado se mantendrá defensivo en zona retrasada."
Dual vs Triple,AT+PT,El Cirujano,0.6,0.0,0.4,0.0,PT+PNT+AT,El Monje de la Jaula,0.2,0.0,0.5,0.3,-0.02,B,Parejo,Combate equilibrado entre El Cirujano y El Monje de la Jaula.,"Claves en Zona de decisión, Zona de control vs Zona de control, Zona de acción, Zona de decisión",El Cirujano buscará imponer técnica en zona de decisión y El Cirujano esperará en zona de control con precisión,El Monje de la Jaula esperará en zona de control con precisión y El Monje de la Jaula se mantendrá defensivo en zona retrasada y El Monje de la Jaula buscará imponer técnica en zona de decisión,"Choque entre El Cirujano y El Monje de la Jaula, donde el cirujano buscará imponer técnica en zona de decisión y el cirujano esperará en zona de control con precisión mientras el monje de la jaula esperará en zona de control con precisión y el monje de la jaula se mantendrá defensivo en zona retrasada y el monje de la jaula buscará imponer técnica en zona de decisión."
